year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode,perc
2020,Missouri,MO,Linn,29115,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4363,5726,20210622,TOTAL,0.7619629758994062
2020,Missouri,MO,Livingston,29117,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5267,6758,20210622,TOTAL,0.7793725954424386
2020,Missouri,MO,Mcdonald,29119,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7465,9053,20210622,TOTAL,0.8245885341875622
2020,Missouri,MO,Macon,29121,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6076,7836,20210622,TOTAL,0.7753956100051046
2020,Missouri,MO,Madison,29123,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4584,5676,20210622,TOTAL,0.8076109936575053
2020,Missouri,MO,Maries,29125,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3892,4771,20210622,TOTAL,0.8157618947809684
2020,Missouri,MO,Marion,29127,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9915,13348,20210622,TOTAL,0.7428079112975726
2020,Missouri,MO,Mercer,29129,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1541,1779,20210622,TOTAL,0.8662169758291175
2020,Missouri,MO,Miller,29131,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10176,12382,20210622,TOTAL,0.821838152156356
2020,Missouri,MO,Mississippi,29133,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3537,4756,20210622,TOTAL,0.7436921783010934
2020,Missouri,MO,Moniteau,29135,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5744,7157,20210622,TOTAL,0.802570909598994
2020,Missouri,MO,Monroe,29137,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3477,4483,20210622,TOTAL,0.775596698639304
2020,Missouri,MO,Montgomery,29139,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4465,5772,20210622,TOTAL,0.7735620235620235
2020,Missouri,MO,Morgan,29141,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7442,9487,20210622,TOTAL,0.784441867819121
2020,Missouri,MO,New Madrid,29143,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5447,7250,20210622,TOTAL,0.7513103448275862
2020,Missouri,MO,Newton,29145,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22120,28405,20210622,TOTAL,0.7787361380038725
2020,Missouri,MO,Nodaway,29147,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6865,9893,20210622,TOTAL,0.6939249974729607
2020,Missouri,MO,Oregon,29149,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3847,4739,20210622,TOTAL,0.8117746359991559
2020,Missouri,MO,Osage,29151,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6425,7539,20210622,TOTAL,0.8522350444356015
2020,Missouri,MO,Ozark,29153,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4064,4864,20210622,TOTAL,0.8355263157894737
2020,Missouri,MO,Pemiscot,29155,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4120,5735,20210622,TOTAL,0.7183958151700087
2020,Missouri,MO,Perry,29157,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7657,9447,20210622,TOTAL,0.8105218587911507
2020,Missouri,MO,Pettis,29159,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13854,19097,20210622,TOTAL,0.7254542598313871
2020,Missouri,MO,Phelps,29161,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13480,19568,20210622,TOTAL,0.6888798037612428
2020,Missouri,MO,Pike,29163,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5863,7695,20210622,TOTAL,0.7619233268356075
2020,Missouri,MO,Platte,29165,PRESIDENT,DONALD J TRUMP,REPUBLICAN,28917,57270,20210622,TOTAL,0.5049240440020953
2020,Missouri,MO,Polk,29167,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11850,15064,20210622,TOTAL,0.7866436537440255
2020,Missouri,MO,Pulaski,29169,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10329,14414,20210622,TOTAL,0.7165949771055918
2020,Missouri,MO,Putnam,29171,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1984,2361,20210622,TOTAL,0.8403218975010589
2020,Missouri,MO,Ralls,29173,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4396,5662,20210622,TOTAL,0.7764040974920523
2020,Missouri,MO,Randolph,29175,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8018,10744,20210622,TOTAL,0.746276991809382
2020,Missouri,MO,Ray,29177,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8345,11649,20210622,TOTAL,0.7163705039059147
2020,Missouri,MO,Reynolds,29179,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2733,3298,20210622,TOTAL,0.8286840509399637
2020,Missouri,MO,Ripley,29181,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4839,5717,20210622,TOTAL,0.8464229490991779
2020,Missouri,MO,St. Charles,29183,PRESIDENT,DONALD J TRUMP,REPUBLICAN,128389,222017,20210622,TOTAL,0.578284545778026
2020,Missouri,MO,St. Clair,29185,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3932,4974,20210622,TOTAL,0.7905106554081223
2020,Missouri,MO,Ste. Genevieve,29186,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6630,9484,20210622,TOTAL,0.6990721214677351
2020,Missouri,MO,St. Francois,29187,PRESIDENT,DONALD J TRUMP,REPUBLICAN,20511,28001,20210622,TOTAL,0.7325095532302418
2020,Missouri,MO,St. Louis County,29189,PRESIDENT,DONALD J TRUMP,REPUBLICAN,199493,536446,20210622,TOTAL,0.37187899620837883
2020,Missouri,MO,Saline,29195,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6451,9519,20210622,TOTAL,0.6776972371047378
2020,Missouri,MO,Schuyler,29197,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1606,2003,20210622,TOTAL,0.8017973040439341
2020,Missouri,MO,Scotland,29199,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1560,1984,20210622,TOTAL,0.7862903225806451
2020,Missouri,MO,Scott,29201,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13769,17719,20210622,TOTAL,0.7770754557254924
2020,Missouri,MO,Shannon,29203,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3165,3906,20210622,TOTAL,0.8102918586789555
2020,Missouri,MO,Shelby,29205,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2700,3350,20210622,TOTAL,0.8059701492537313
2020,Missouri,MO,Stoddard,29207,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11484,13426,20210622,TOTAL,0.8553552807984508
2020,Missouri,MO,Stone,29209,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14800,18483,20210622,TOTAL,0.8007358112860467
2020,Missouri,MO,Sullivan,29211,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1974,2471,20210622,TOTAL,0.7988668555240793
2020,Missouri,MO,Taney,29213,PRESIDENT,DONALD J TRUMP,REPUBLICAN,20508,26288,20210622,TOTAL,0.7801278149726111
2020,Missouri,MO,Texas,29215,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9478,11315,20210622,TOTAL,0.8376491383119753
2020,Missouri,MO,Vernon,29217,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7155,9185,20210622,TOTAL,0.778987479586282
2020,Missouri,MO,Warren,29219,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13222,18375,20210622,TOTAL,0.7195646258503401
2020,Missouri,MO,Washington,29221,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8047,9976,20210622,TOTAL,0.806635926222935
2020,Missouri,MO,Wayne,29223,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4987,5878,20210622,TOTAL,0.8484178291936033
2020,Missouri,MO,Webster,29225,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14880,18779,20210622,TOTAL,0.7923744608339102
2020,Missouri,MO,Worth,29227,PRESIDENT,DONALD J TRUMP,REPUBLICAN,877,1107,20210622,TOTAL,0.7922312556458898
2020,Missouri,MO,Wright,29229,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7453,8739,20210622,TOTAL,0.8528435747797231
2020,Missouri,MO,St. Louis City,29510,PRESIDENT,DONALD J TRUMP,REPUBLICAN,21474,133867,20210622,TOTAL,0.16041294717891638
2020,Missouri,MO,Kansas City,36000,PRESIDENT,DONALD J TRUMP,REPUBLICAN,26393,136645,20210622,TOTAL,0.19315013355775915
2020,Nevada,NV,Churchill,32001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9367,12881,20210622,TOTAL,0.7271950935486375
2020,Nevada,NV,Clark,32003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,430809,972308,20210622,TOTAL,0.4430787363674885
2020,Nevada,NV,Douglas,32005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,21623,34117,20210622,TOTAL,0.6337896063546032
2020,Nevada,NV,Elko,32007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16734,21957,20210622,TOTAL,0.7621259734936466
2020,Nevada,NV,Esmeralda,32009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,395,480,20210622,TOTAL,0.8229166666666666
2020,Nevada,NV,Eureka,32011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,887,1008,20210622,TOTAL,0.8799603174603174
2020,Nevada,NV,Humboldt,32013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5877,7771,20210622,TOTAL,0.7562733238965385
2020,Nevada,NV,Lander,32015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2198,2765,20210622,TOTAL,0.7949367088607595
2020,Nevada,NV,Lincoln,32017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2067,2446,20210622,TOTAL,0.8450531479967294
2020,Nevada,NV,Lyon,32019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,20906,30229,20210622,TOTAL,0.691587548380694
2020,Nevada,NV,Mineral,32021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1420,2327,20210622,TOTAL,0.6102277610657499
2020,Nevada,NV,Nye,32023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17527,25376,20210622,TOTAL,0.6906919924337958
2020,Nevada,NV,Pershing,32027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1731,2320,20210622,TOTAL,0.7461206896551724
2020,Nevada,NV,Storey,32029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1901,2868,20210622,TOTAL,0.6628312412831241
2020,Nevada,NV,Washoe,32031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,116653,251956,20210622,TOTAL,0.4629895696073918
2020,Nevada,NV,White Pine,32033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3400,4363,20210622,TOTAL,0.7792803117121246
2020,Nevada,NV,Carson City,32510,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16113,29739,20210622,TOTAL,0.5418137798849995
2020,New Hampshire,NH,Belknap,33001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,20899,38391,20210622,TOTAL,0.5443723789429814
2020,New Hampshire,NH,Carroll,33003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16150,33221,20210622,TOTAL,0.4861382860239005
2020,New Hampshire,NH,Cheshire,33005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17898,44220,20210622,TOTAL,0.40474898236092266
2020,New Hampshire,NH,Coos,33007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8617,16515,20210622,TOTAL,0.521768089615501
2020,New Hampshire,NH,Grafton,33009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,19905,53966,20210622,TOTAL,0.368843345810325
2020,New Hampshire,NH,Hillsborough,33011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,104625,230941,20210622,TOTAL,0.4530377888724826
2020,New Hampshire,NH,Merrimack,33013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,39711,89805,20210622,TOTAL,0.44219141473191914
2020,New Hampshire,NH,Rockingham,33015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,95858,198798,20210622,TOTAL,0.48218794957695754
2020,New Hampshire,NH,Strafford,33017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,30489,73596,20210622,TOTAL,0.41427523234958424
2020,New Hampshire,NH,Sullivan,33019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11508,24380,20210622,TOTAL,0.47202625102543067
2020,New Jersey,NJ,Atlantic,34001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,64438,140031,20210622,TOTAL,0.4601695338889246
2020,New Jersey,NJ,Bergen,34003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,204417,495849,20210622,TOTAL,0.41225655391056554
2020,New Jersey,NJ,Burlington,34005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,103345,261497,20210622,TOTAL,0.39520529872235627
2020,New Jersey,NJ,Camden,34007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,86207,264616,20210622,TOTAL,0.3257815098104423
2020,New Jersey,NJ,Cape May,34009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,33158,57714,20210622,TOTAL,0.5745226461517137
2020,New Jersey,NJ,Cumberland,34011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,28952,62408,20210622,TOTAL,0.4639148827073452
2020,New Jersey,NJ,Essex,34013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,75475,345311,20210622,TOTAL,0.2185710851956642
2020,New Jersey,NJ,Gloucester,34015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,83340,172654,20210622,TOTAL,0.4826995030523475
2020,New Jersey,NJ,Hudson,34017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,65698,249850,20210622,TOTAL,0.26294976986191715
2020,New Jersey,NJ,Hunterdon,34019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,43153,84242,20210622,TOTAL,0.5122504214049999
2020,New Jersey,NJ,Mercer,34021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,51641,176604,20210622,TOTAL,0.29241127041290116
2020,New Jersey,NJ,Middlesex,34023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,143467,374362,20210622,TOTAL,0.3832306697795182
2020,New Jersey,NJ,Monmouth,34025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,191808,378151,20210622,TOTAL,0.5072259494223207
2020,New Jersey,NJ,Morris,34027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,141134,299322,20210622,TOTAL,0.4715122844294773
2020,New Jersey,NJ,Ocean,34029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,217740,341516,20210622,TOTAL,0.6375689572377282
2020,New Jersey,NJ,Passaic,34031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,92009,223707,20210622,TOTAL,0.4112924494986746
2020,New Jersey,NJ,Salem,34033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18827,33922,20210622,TOTAL,0.555008549024232
2020,New Jersey,NJ,Somerset,34035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,71996,185859,20210622,TOTAL,0.3873689194496904
2020,New Jersey,NJ,Sussex,34037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,51698,87960,20210622,TOTAL,0.5877444292860391
2020,New Jersey,NJ,Union,34039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,80002,252991,20210622,TOTAL,0.3162246878347451
2020,New Jersey,NJ,Warren,34041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,34769,60787,20210622,TOTAL,0.5719808511688355
2020,New Mexico,NM,Bernalillo,35001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,116135,317590,20210622,TOTAL,0.3656758714065304
2020,New Mexico,NM,Catron,35003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1698,2326,20210622,TOTAL,0.7300085984522786
2020,New Mexico,NM,Chaves,35005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15656,22443,20210622,TOTAL,0.6975894488259146
2020,New Mexico,NM,Cibola,35006,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3975,8903,20210622,TOTAL,0.4464787150398742
2020,New Mexico,NM,Colfax,35007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3271,6016,20210622,TOTAL,0.543716755319149
2020,New Mexico,NM,Curry,35009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10444,15101,20210622,TOTAL,0.691609827163764
2020,New Mexico,NM,De Baca,35011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,656,901,20210622,TOTAL,0.7280799112097669
2020,New Mexico,NM,Dona Ana,35013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,32802,82641,20210622,TOTAL,0.3969216248593313
2020,New Mexico,NM,Eddy,35015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17454,23222,20210622,TOTAL,0.7516148479889759
2020,New Mexico,NM,Grant,35017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6553,14435,20210622,TOTAL,0.45396605472809143
2020,New Mexico,NM,Guadalupe,35019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,917,2189,20210622,TOTAL,0.4189127455459114
2020,New Mexico,NM,Harding,35021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,319,505,20210622,TOTAL,0.6316831683168317
2020,New Mexico,NM,Hidalgo,35023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1120,1974,20210622,TOTAL,0.5673758865248227
2020,New Mexico,NM,Lea,35025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16531,20918,20210622,TOTAL,0.7902763170475189
2020,New Mexico,NM,Lincoln,35027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6942,10306,20210622,TOTAL,0.6735882010479333
2020,New Mexico,NM,Los Alamos,35028,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4278,12293,20210622,TOTAL,0.348002928495892
2020,New Mexico,NM,Luna,35029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4408,8103,20210622,TOTAL,0.543996050845366
2020,New Mexico,NM,Mckinley,35031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7801,26486,20210622,TOTAL,0.29453296080948427
2020,New Mexico,NM,Mora,35033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,903,2686,20210622,TOTAL,0.3361876396128071
2020,New Mexico,NM,Otero,35035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14521,23571,20210622,TOTAL,0.6160536252174282
2020,New Mexico,NM,Quay,35037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2634,3873,20210622,TOTAL,0.6800929512006196
2020,New Mexico,NM,Rio Arriba,35039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5408,16628,20210622,TOTAL,0.3252345441424104
2020,New Mexico,NM,Roosevelt,35041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4634,6608,20210622,TOTAL,0.701271186440678
2020,New Mexico,NM,Sandoval,35043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,34174,76562,20210622,TOTAL,0.4463572007000862
2020,New Mexico,NM,San Juan,35045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,32874,52294,20210622,TOTAL,0.6286380846751062
2020,New Mexico,NM,San Miguel,35047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3421,11531,20210622,TOTAL,0.2966785187754748
2020,New Mexico,NM,Santa Fe,35049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18329,82227,20210622,TOTAL,0.2229073175477641
2020,New Mexico,NM,Sierra,35051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3542,5945,20210622,TOTAL,0.5957947855340623
2020,New Mexico,NM,Socorro,35053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3255,7160,20210622,TOTAL,0.454608938547486
2020,New Mexico,NM,Taos,35055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3715,17181,20210622,TOTAL,0.21622722775158607
2020,New Mexico,NM,Torrance,35057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4772,7281,20210622,TOTAL,0.6554044774069496
2020,New Mexico,NM,Union,35059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1388,1789,20210622,TOTAL,0.7758524315259921
2020,New Mexico,NM,Valencia,35061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17364,32277,20210622,TOTAL,0.537968212659169
2020,New York,NY,Albany,36001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,51081,154727,20210622,TOTAL,0.33013630458808096
2020,New York,NY,Allegany,36003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14135,20895,20210622,TOTAL,0.67647762622637
2020,New York,NY,Bronx,36005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,67740,432399,20210622,TOTAL,0.15666086184288122
2020,New York,NY,Broome,36007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,43800,93494,20210622,TOTAL,0.4684792607012215
2020,New York,NY,Cattaraugus,36009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22155,35018,20210622,TOTAL,0.6326746244788395
2020,New York,NY,Cayuga,36011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,19512,36760,20210622,TOTAL,0.5307943416757345
2020,New York,NY,Chautauqua,36013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,34853,59770,20210622,TOTAL,0.5831186213819642
2020,New York,NY,Chemung,36015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,21922,39711,20210622,TOTAL,0.5520384780035759
2020,New York,NY,Chenango,36017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13482,22417,20210622,TOTAL,0.6014185662666726
2020,New York,NY,Clinton,36019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16514,35637,20210622,TOTAL,0.4633947863175913
2020,New York,NY,Columbia,36021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14464,35781,20210622,TOTAL,0.40423688549788994
2020,New York,NY,Cortland,36023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10789,21892,20210622,TOTAL,0.4928284304768865
2020,New York,NY,Delaware,36025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13387,23074,20210622,TOTAL,0.5801768223975037
2020,New York,NY,Dutchess,36027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,66872,151889,20210622,TOTAL,0.44026888056409613
2020,New York,NY,Erie,36029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,197527,476787,20210622,TOTAL,0.41428772177093753
2020,New York,NY,Essex,36031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8976,19470,20210622,TOTAL,0.4610169491525424
2020,New York,NY,Franklin,36033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9668,19420,20210622,TOTAL,0.49783728115345005
2020,New York,NY,Fulton,36035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15378,24072,20210622,TOTAL,0.6388334995014955
2020,New York,NY,Genesee,36037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18876,29431,20210622,TOTAL,0.6413645475858788
2020,New York,NY,Greene,36039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14271,25320,20210622,TOTAL,0.5636255924170616
2020,New York,NY,Hamilton,36041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2225,3489,20210622,TOTAL,0.6377185439954142
2020,New York,NY,Herkimer,36043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18870,29560,20210622,TOTAL,0.6383626522327469
2020,New York,NY,Jefferson,36045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,25629,44129,20210622,TOTAL,0.5807745473498153
2020,New York,NY,Kings,36047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,202772,920380,20210622,TOTAL,0.2203133488341772
2020,New York,NY,Lewis,36049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8894,13036,20210622,TOTAL,0.6822644983123658
2020,New York,NY,Livingston,36051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18182,31656,20210622,TOTAL,0.5743618903209502
2020,New York,NY,Madison,36053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18408,34266,20210622,TOTAL,0.5372088951146909
2020,New York,NY,Monroe,36055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,145661,383499,20210622,TOTAL,0.37982106863381654
2020,New York,NY,Montgomery,36057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12745,21246,20210622,TOTAL,0.5998776240233455
2020,New York,NY,Nassau,36059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,326716,738369,20210622,TOTAL,0.4424833653633888
2020,New York,NY,New York,36061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,85185,701405,20210622,TOTAL,0.12144909146641385
2020,New York,NY,Niagara,36063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,56068,104866,20210622,TOTAL,0.5346632845726927
2020,New York,NY,Oneida,36065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,57180,101696,20210622,TOTAL,0.5622640025173065
2020,New York,NY,Onondaga,36067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,90619,235686,20210622,TOTAL,0.3844903812699948
2020,New York,NY,Ontario,36069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,29039,60085,20210622,TOTAL,0.48329866023133894
2020,New York,NY,Orange,36071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,84996,173305,20210622,TOTAL,0.4904417068174605
2020,New York,NY,Orleans,36073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12126,18314,20210622,TOTAL,0.6621164136726002
2020,New York,NY,Oswego,36075,PRESIDENT,DONALD J TRUMP,REPUBLICAN,32138,54852,20210622,TOTAL,0.585903886822723
2020,New York,NY,Otsego,36077,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14382,28223,20210622,TOTAL,0.5095843815327924
2020,New York,NY,Putnam,36079,PRESIDENT,DONALD J TRUMP,REPUBLICAN,29283,55318,20210622,TOTAL,0.5293575328102968
2020,New York,NY,Queens,36081,PRESIDENT,DONALD J TRUMP,REPUBLICAN,212665,794498,20210622,TOTAL,0.26767216531696747
2020,New York,NY,Rensselaer,36083,PRESIDENT,DONALD J TRUMP,REPUBLICAN,36500,79962,20210622,TOTAL,0.45646682174032666
2020,New York,NY,Richmond,36085,PRESIDENT,DONALD J TRUMP,REPUBLICAN,123320,217899,20210622,TOTAL,0.5659502797167495
2020,New York,NY,Rockland,36087,PRESIDENT,DONALD J TRUMP,REPUBLICAN,73186,151381,20210622,TOTAL,0.4834556516339567
2020,New York,NY,St. Lawrence,36089,PRESIDENT,DONALD J TRUMP,REPUBLICAN,24608,45267,20210622,TOTAL,0.5436189718779685
2020,New York,NY,Saratoga,36091,PRESIDENT,DONALD J TRUMP,REPUBLICAN,61305,133556,20210622,TOTAL,0.45902093503848573
2020,New York,NY,Schenectady,36093,PRESIDENT,DONALD J TRUMP,REPUBLICAN,30741,75381,20210622,TOTAL,0.40780833366498187
2020,New York,NY,Schoharie,36095,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9903,15810,20210622,TOTAL,0.6263757115749525
2020,New York,NY,Schuyler,36097,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5621,9799,20210622,TOTAL,0.573629962241045
2020,New York,NY,Seneca,36099,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8329,15718,20210622,TOTAL,0.5299020231581626
2020,New York,NY,Steuben,36101,PRESIDENT,DONALD J TRUMP,REPUBLICAN,29474,46516,20210622,TOTAL,0.6336314386447673
2020,New York,NY,Suffolk,36103,PRESIDENT,DONALD J TRUMP,REPUBLICAN,375821,757877,20210622,TOTAL,0.49588653567795304
2020,New York,NY,Sullivan,36105,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18665,35132,20210622,TOTAL,0.5312820220881248
2020,New York,NY,Tioga,36107,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14791,25170,20210622,TOTAL,0.5876440206595153
