year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode,perc
2020,Kansas,KS,Cherokee,20021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6766,9128,20210622,TOTAL,0.7412357581069238
2020,Kansas,KS,Cheyenne,20023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1183,1429,20210622,TOTAL,0.827851644506648
2020,Kansas,KS,Clark,20025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,904,1067,20210622,TOTAL,0.8472352389878163
2020,Kansas,KS,Clay,20027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3177,4182,20210622,TOTAL,0.7596843615494978
2020,Kansas,KS,Cloud,20029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3242,4263,20210622,TOTAL,0.7604973023692235
2020,Kansas,KS,Coffey,20031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3489,4565,20210622,TOTAL,0.7642935377875137
2020,Kansas,KS,Comanche,20033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,762,916,20210622,TOTAL,0.8318777292576419
2020,Kansas,KS,Cowley,20035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9656,14231,20210622,TOTAL,0.6785187267233505
2020,Kansas,KS,Crawford,20037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10045,16645,20210622,TOTAL,0.6034845298888555
2020,Kansas,KS,Decatur,20039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1260,1498,20210622,TOTAL,0.8411214953271028
2020,Kansas,KS,Dickinson,20041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7126,9349,20210622,TOTAL,0.7622205583484865
2020,Kansas,KS,Doniphan,20043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2976,3709,20210622,TOTAL,0.8023726071717444
2020,Kansas,KS,Douglas,20045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17286,59495,20210622,TOTAL,0.29054542398520883
2020,Kansas,KS,Edwards,20047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1141,1431,20210622,TOTAL,0.7973445143256463
2020,Kansas,KS,Elk,20049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1140,1361,20210622,TOTAL,0.8376193975018369
2020,Kansas,KS,Ellis,20051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9758,13800,20210622,TOTAL,0.7071014492753623
2020,Kansas,KS,Ellsworth,20053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2148,2853,20210622,TOTAL,0.7528916929547844
2020,Kansas,KS,Finney,20055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7236,11800,20210622,TOTAL,0.6132203389830508
2020,Kansas,KS,Ford,20057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5803,8915,20210622,TOTAL,0.6509254066180594
2020,Kansas,KS,Franklin,20059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8479,12477,20210622,TOTAL,0.6795704095535786
2020,Kansas,KS,Geary,20061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5323,9603,20210622,TOTAL,0.5543059460585233
2020,Kansas,KS,Gove,20063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1291,1471,20210622,TOTAL,0.8776342624065262
2020,Kansas,KS,Graham,20065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1080,1337,20210622,TOTAL,0.8077786088257293
2020,Kansas,KS,Grant,20067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1936,2501,20210622,TOTAL,0.7740903638544582
2020,Kansas,KS,Gray,20069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1911,2288,20210622,TOTAL,0.8352272727272727
2020,Kansas,KS,Greeley,20071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,549,641,20210622,TOTAL,0.8564742589703588
2020,Kansas,KS,Greenwood,20073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2444,3077,20210622,TOTAL,0.7942801429964251
2020,Kansas,KS,Hamilton,20075,PRESIDENT,DONALD J TRUMP,REPUBLICAN,698,859,20210622,TOTAL,0.8125727590221188
2020,Kansas,KS,Harper,20077,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2168,2678,20210622,TOTAL,0.8095593726661687
2020,Kansas,KS,Harvey,20079,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10182,17309,20210622,TOTAL,0.588248887861806
2020,Kansas,KS,Haskell,20081,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1122,1410,20210622,TOTAL,0.7957446808510639
2020,Kansas,KS,Hodgeman,20083,PRESIDENT,DONALD J TRUMP,REPUBLICAN,875,1045,20210622,TOTAL,0.8373205741626795
2020,Kansas,KS,Jackson,20085,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4517,6584,20210622,TOTAL,0.6860571081409478
2020,Kansas,KS,Jefferson,20087,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6334,9782,20210622,TOTAL,0.6475158454303823
2020,Kansas,KS,Jewell,20089,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1387,1628,20210622,TOTAL,0.851965601965602
2020,Kansas,KS,Johnson,20091,PRESIDENT,DONALD J TRUMP,REPUBLICAN,155631,347214,20210622,TOTAL,0.4482278940365308
2020,Kansas,KS,Kearny,20093,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1164,1455,20210622,TOTAL,0.8
2020,Kansas,KS,Kingman,20095,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3130,3949,20210622,TOTAL,0.7926057229678399
2020,Kansas,KS,Kiowa,20097,PRESIDENT,DONALD J TRUMP,REPUBLICAN,980,1165,20210622,TOTAL,0.8412017167381974
2020,Kansas,KS,Labette,20099,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5735,8563,20210622,TOTAL,0.6697419128809996
2020,Kansas,KS,Lane,20101,PRESIDENT,DONALD J TRUMP,REPUBLICAN,762,895,20210622,TOTAL,0.8513966480446927
2020,Kansas,KS,Leavenworth,20103,PRESIDENT,DONALD J TRUMP,REPUBLICAN,21610,36490,20210622,TOTAL,0.5922170457659632
2020,Kansas,KS,Lincoln,20105,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1283,1579,20210622,TOTAL,0.8125395820139328
2020,Kansas,KS,Linn,20107,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4048,5046,20210622,TOTAL,0.8022195798652398
2020,Kansas,KS,Logan,20109,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1249,1458,20210622,TOTAL,0.8566529492455418
2020,Kansas,KS,Lyon,20111,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7550,13988,20210622,TOTAL,0.5397483557334859
2020,Kansas,KS,Mcpherson,20113,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9964,14438,20210622,TOTAL,0.6901232857736529
2020,Kansas,KS,Marion,20115,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4465,6111,20210622,TOTAL,0.7306496481754213
2020,Kansas,KS,Marshall,20117,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3729,5114,20210622,TOTAL,0.7291748142354322
2020,Kansas,KS,Meade,20119,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1523,1825,20210622,TOTAL,0.8345205479452055
2020,Kansas,KS,Miami,20121,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12308,17937,20210622,TOTAL,0.6861794056977198
2020,Kansas,KS,Mitchell,20123,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2504,3101,20210622,TOTAL,0.8074814575943244
2020,Kansas,KS,Montgomery,20125,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9931,13426,20210622,TOTAL,0.7396841948458215
2020,Kansas,KS,Morris,20127,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2124,2899,20210622,TOTAL,0.7326664367023111
2020,Kansas,KS,Morton,20129,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1034,1198,20210622,TOTAL,0.8631051752921536
2020,Kansas,KS,Nemaha,20131,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4664,5684,20210622,TOTAL,0.8205489092188599
2020,Kansas,KS,Neosho,20133,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4970,6877,20210622,TOTAL,0.7226988512432747
2020,Kansas,KS,Ness,20135,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1339,1513,20210622,TOTAL,0.8849966953073364
2020,Kansas,KS,Norton,20137,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2007,2415,20210622,TOTAL,0.831055900621118
2020,Kansas,KS,Osage,20139,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5705,8035,20210622,TOTAL,0.7100186683260734
2020,Kansas,KS,Osborne,20141,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1629,1945,20210622,TOTAL,0.8375321336760926
2020,Kansas,KS,Ottawa,20143,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2610,3191,20210622,TOTAL,0.8179254152303354
2020,Kansas,KS,Pawnee,20145,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2045,2739,20210622,TOTAL,0.74662285505659
2020,Kansas,KS,Phillips,20147,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2418,2781,20210622,TOTAL,0.8694714131607335
2020,Kansas,KS,Pottawatomie,20149,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9452,13083,20210622,TOTAL,0.7224642666055187
2020,Kansas,KS,Pratt,20151,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3108,4137,20210622,TOTAL,0.751269035532995
2020,Kansas,KS,Rawlins,20153,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1261,1504,20210622,TOTAL,0.8384308510638298
2020,Kansas,KS,Reno,20155,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18443,27941,20210622,TOTAL,0.6600694320174654
2020,Kansas,KS,Republic,20157,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2182,2657,20210622,TOTAL,0.8212269476853594
2020,Kansas,KS,Rice,20159,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3262,4319,20210622,TOTAL,0.7552674230145867
2020,Kansas,KS,Riley,20161,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11610,25171,20210622,TOTAL,0.4612450836279846
2020,Kansas,KS,Rooks,20163,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2325,2699,20210622,TOTAL,0.861430159318266
2020,Kansas,KS,Rush,20165,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1350,1677,20210622,TOTAL,0.8050089445438283
2020,Kansas,KS,Russell,20167,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2790,3467,20210622,TOTAL,0.8047303143928468
2020,Kansas,KS,Saline,20169,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15722,24531,20210622,TOTAL,0.6409033467856997
2020,Kansas,KS,Scott,20171,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2014,2354,20210622,TOTAL,0.8555649957519117
2020,Kansas,KS,Sedgwick,20173,PRESIDENT,DONALD J TRUMP,REPUBLICAN,122416,223688,20210622,TOTAL,0.5472622581452737
2020,Kansas,KS,Seward,20175,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3372,5294,20210622,TOTAL,0.6369474877219494
2020,Kansas,KS,Shawnee,20177,PRESIDENT,DONALD J TRUMP,REPUBLICAN,40443,85657,20210622,TOTAL,0.472150553953559
2020,Kansas,KS,Sheridan,20179,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1282,1445,20210622,TOTAL,0.8871972318339101
2020,Kansas,KS,Sherman,20181,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2269,2727,20210622,TOTAL,0.832049871653832
2020,Kansas,KS,Smith,20183,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1763,2129,20210622,TOTAL,0.828088304368248
2020,Kansas,KS,Stafford,20185,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1645,2034,20210622,TOTAL,0.8087512291052114
2020,Kansas,KS,Stanton,20187,PRESIDENT,DONALD J TRUMP,REPUBLICAN,614,776,20210622,TOTAL,0.7912371134020618
2020,Kansas,KS,Stevens,20189,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1760,2031,20210622,TOTAL,0.8665681930083703
2020,Kansas,KS,Sumner,20191,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8105,10928,20210622,TOTAL,0.7416727672035139
2020,Kansas,KS,Thomas,20193,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3130,3810,20210622,TOTAL,0.821522309711286
2020,Kansas,KS,Trego,20195,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1363,1630,20210622,TOTAL,0.8361963190184049
2020,Kansas,KS,Wabaunsee,20197,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2845,3902,20210622,TOTAL,0.7291132752434649
2020,Kansas,KS,Wallace,20199,PRESIDENT,DONALD J TRUMP,REPUBLICAN,770,825,20210622,TOTAL,0.9333333333333333
2020,Kansas,KS,Washington,20201,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2363,2883,20210622,TOTAL,0.8196323274366979
2020,Kansas,KS,Wichita,20203,PRESIDENT,DONALD J TRUMP,REPUBLICAN,808,968,20210622,TOTAL,0.8347107438016529
2020,Kansas,KS,Wilson,20205,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3153,3954,20210622,TOTAL,0.7974203338391502
2020,Kansas,KS,Woodson,20207,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1228,1546,20210622,TOTAL,0.7943078913324709
2020,Kansas,KS,Wyandotte,20209,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18934,56785,20210622,TOTAL,0.33343312494496785
2020,Louisiana,LA,Acadia,22001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22596,28425,20210622,TOTAL,0.794934036939314
2020,Louisiana,LA,Allen,22003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7574,9810,20210622,TOTAL,0.7720693170234455
2020,Louisiana,LA,Ascension,22005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,40687,62325,20210622,TOTAL,0.6528198957079824
2020,Louisiana,LA,Assumption,22007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7271,11235,20210622,TOTAL,0.6471740097908322
2020,Louisiana,LA,Avoyelles,22009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12028,17292,20210622,TOTAL,0.6955817719176498
2020,Louisiana,LA,Beauregard,22011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13575,16357,20210622,TOTAL,0.8299199119642966
2020,Louisiana,LA,Bienville,22013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3891,7050,20210622,TOTAL,0.5519148936170213
2020,Louisiana,LA,Bossier,22015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,38074,54655,20210622,TOTAL,0.6966242795718598
2020,Louisiana,LA,Caddo,22017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,48021,104912,20210622,TOTAL,0.4577264755223425
2020,Louisiana,LA,Calcasieu,22019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,55066,82663,20210622,TOTAL,0.6661505147405732
2020,Louisiana,LA,Caldwell,22021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3976,4762,20210622,TOTAL,0.8349433011339773
2020,Louisiana,LA,Cameron,22023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3671,4039,20210622,TOTAL,0.9088883386976975
2020,Louisiana,LA,Catahoula,22025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3541,4858,20210622,TOTAL,0.7289007822149033
2020,Louisiana,LA,Claiborne,22027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3770,6580,20210622,TOTAL,0.5729483282674772
2020,Louisiana,LA,Concordia,22029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5550,8828,20210622,TOTAL,0.6286814680561849
2020,Louisiana,LA,De Soto,22031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9112,14736,20210622,TOTAL,0.6183496199782845
2020,Louisiana,LA,East Baton Rouge,22033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,88420,208182,20210622,TOTAL,0.424724519891249
2020,Louisiana,LA,East Carroll,22035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1080,3036,20210622,TOTAL,0.3557312252964427
2020,Louisiana,LA,East Feliciana,22037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6064,10509,20210622,TOTAL,0.5770292130554763
2020,Louisiana,LA,Evangeline,22039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11053,15412,20210622,TOTAL,0.7171684401764858
2020,Louisiana,LA,Franklin,22041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6970,9720,20210622,TOTAL,0.7170781893004116
2020,Louisiana,LA,Grant,22043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8117,9392,20210622,TOTAL,0.8642461669505963
2020,Louisiana,LA,Iberia,22045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,21251,32713,20210622,TOTAL,0.649619417357014
2020,Louisiana,LA,Iberville,22047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7893,16719,20210622,TOTAL,0.47209761349363
2020,Louisiana,LA,Jackson,22049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5394,7632,20210622,TOTAL,0.7067610062893082
2020,Louisiana,LA,Jefferson,22051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,105949,193733,20210622,TOTAL,0.5468815328312677
2020,Louisiana,LA,Jefferson Davis,22053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11423,14841,20210622,TOTAL,0.7696920692675696
2020,Louisiana,LA,Lafayette,22055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,72519,114521,20210622,TOTAL,0.6332375721483396
2020,Louisiana,LA,Lafourche,22057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,36024,45388,20210622,TOTAL,0.793689962104521
2020,Louisiana,LA,La Salle,22059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6378,7077,20210622,TOTAL,0.9012293344637559
2020,Louisiana,LA,Lincoln,22061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11311,19275,20210622,TOTAL,0.586822308690013
2020,Louisiana,LA,Livingston,22063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,54877,65230,20210622,TOTAL,0.8412846849609076
2020,Louisiana,LA,Madison,22065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1930,4670,20210622,TOTAL,0.4132762312633833
2020,Louisiana,LA,Morehouse,22067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6510,11574,20210622,TOTAL,0.5624675997926387
2020,Louisiana,LA,Natchitoches,22069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9358,16554,20210622,TOTAL,0.5653014377189803
2020,Louisiana,LA,Orleans,22071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,26664,177819,20210622,TOTAL,0.14995023029035143
2020,Louisiana,LA,Ouachita,22073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,42255,69166,20210622,TOTAL,0.6109215510510945
2020,Louisiana,LA,Plaquemines,22075,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7412,11014,20210622,TOTAL,0.6729616851280189
2020,Louisiana,LA,Pointe Coupee,22077,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7503,12371,20210622,TOTAL,0.6064990704065961
2020,Louisiana,LA,Rapides,22079,PRESIDENT,DONALD J TRUMP,REPUBLICAN,38347,58865,20210622,TOTAL,0.6514397349868343
2020,Louisiana,LA,Red River,22081,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2413,4132,20210622,TOTAL,0.5839787028073572
2020,Louisiana,LA,Richland,22083,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6607,9940,20210622,TOTAL,0.6646881287726358
2020,Louisiana,LA,Sabine,22085,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8776,10596,20210622,TOTAL,0.8282370705926765
2020,Louisiana,LA,St. Bernard,22087,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11179,17650,20210622,TOTAL,0.633371104815864
2020,Louisiana,LA,St. Charles,22089,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18233,28517,20210622,TOTAL,0.6393730055756216
2020,Louisiana,LA,St. Helena,22091,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2714,6158,20210622,TOTAL,0.4407275089314713
2020,Louisiana,LA,St. James,22093,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5954,12590,20210622,TOTAL,0.47291501191421764
2020,Louisiana,LA,St. John The Baptist,22095,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7538,21432,20210622,TOTAL,0.3517170586039567
2020,Louisiana,LA,St. Landry,22097,PRESIDENT,DONALD J TRUMP,REPUBLICAN,23171,41154,20210622,TOTAL,0.5630315400690091
2020,Louisiana,LA,St. Martin,22099,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18203,27038,20210622,TOTAL,0.6732376655078038
2020,Louisiana,LA,St. Mary,22101,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14811,23186,20210622,TOTAL,0.6387906495298887
2020,Louisiana,LA,St. Tammany,22103,PRESIDENT,DONALD J TRUMP,REPUBLICAN,99666,140110,20210622,TOTAL,0.7113410891442438
2020,Louisiana,LA,Tangipahoa,22105,PRESIDENT,DONALD J TRUMP,REPUBLICAN,37806,57661,20210622,TOTAL,0.6556598047206951
2020,Louisiana,LA,Tensas,22107,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1197,2554,20210622,TOTAL,0.46867658574784654
2020,Louisiana,LA,Terrebonne,22109,PRESIDENT,DONALD J TRUMP,REPUBLICAN,34339,46240,20210622,TOTAL,0.7426254325259516
2020,Louisiana,LA,Union,22111,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8407,11201,20210622,TOTAL,0.7505579858941166
2020,Louisiana,LA,Vermilion,22113,PRESIDENT,DONALD J TRUMP,REPUBLICAN,21930,27324,20210622,TOTAL,0.8025911286780852
2020,Louisiana,LA,Vernon,22115,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14107,17268,20210622,TOTAL,0.8169446374797313
2020,Louisiana,LA,Washington,22117,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13307,19513,20210622,TOTAL,0.6819556193307026
2020,Louisiana,LA,Webster,22119,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11830,18216,20210622,TOTAL,0.6494290733421169
2020,Louisiana,LA,West Baton Rouge,22121,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7684,14097,20210622,TOTAL,0.5450805135844506
2020,Louisiana,LA,West Carroll,22123,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4317,5052,20210622,TOTAL,0.8545130641330166
2020,Louisiana,LA,West Feliciana,22125,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3863,6268,20210622,TOTAL,0.6163050414805361
2020,Louisiana,LA,Winn,22127,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4619,6225,20210622,TOTAL,0.7420080321285141
2020,Maine,ME,Androscoggin,23001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,29268,59361,20210622,TOTAL,0.4930509930762622
2020,Maine,ME,Aroostook,23003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,21080,36210,20210622,TOTAL,0.5821596244131455
2020,Maine,ME,Cumberland,23005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,59584,195914,20210622,TOTAL,0.30413344630807393
2020,Maine,ME,Franklin,23007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8754,17599,20210622,TOTAL,0.49741462583101315
2020,Maine,ME,Hancock,23009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14982,35676,20210622,TOTAL,0.4199461823074336
2020,Maine,ME,Kennebec,23011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,34721,72615,20210622,TOTAL,0.4781518969909798
2020,Maine,ME,Knox,23013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9982,26032,20210622,TOTAL,0.38345113706207745
2020,Maine,ME,Lincoln,23015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10256,23857,20210622,TOTAL,0.4298947897891604
2020,Maine,ME,Oxford,23017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17698,33810,20210622,TOTAL,0.5234545992309968
2020,Maine,ME,Penobscot,23019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,44825,86133,20210622,TOTAL,0.5204161006815042
2020,Maine,ME,Piscataquis,23021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6143,9996,20210622,TOTAL,0.6145458183273309
2020,Maine,ME,Sagadahoc,23023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9755,24280,20210622,TOTAL,0.40177100494233936
2020,Maine,ME,Somerset,23025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16644,27873,20210622,TOTAL,0.5971370143149284
2020,Maine,ME,Waldo,23027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11196,24566,20210622,TOTAL,0.4557518521533827
2020,Maine,ME,Washington,23029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10194,17570,20210622,TOTAL,0.5801935116676152
2020,Maine,ME,York,23031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,54817,131042,20210622,TOTAL,0.4183162650142702
2020,Michigan,MI,Alcona,26001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4848,7064,20210622,TOTAL,0.6862967157417894
2020,Michigan,MI,Alger,26003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3014,5128,20210622,TOTAL,0.5877535101404057
2020,Michigan,MI,Allegan,26005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,41392,67094,20210622,TOTAL,0.6169255074969446
2020,Michigan,MI,Alpena,26007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10686,16969,20210622,TOTAL,0.6297365784666156
2020,Michigan,MI,Antrim,26009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9748,15949,20210622,TOTAL,0.6111981942441532
2020,Michigan,MI,Arenac,26011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5928,8831,20210622,TOTAL,0.6712716566640244
2020,Michigan,MI,Baraga,26013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2512,4038,20210622,TOTAL,0.6220901436354631
2020,Michigan,MI,Barry,26015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,23471,35905,20210622,TOTAL,0.6536972566494917
2020,Michigan,MI,Bay,26017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,33125,60255,20210622,TOTAL,0.54974690897021
2020,Michigan,MI,Benzie,26019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6601,12262,20210622,TOTAL,0.538329799380199
2020,Michigan,MI,Berrien,26021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,43519,82391,20210622,TOTAL,0.5282008957289024
2020,Michigan,MI,Branch,26023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14064,20536,20210622,TOTAL,0.6848461238800155
2020,Michigan,MI,Calhoun,26025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,36221,66281,20210622,TOTAL,0.5464763657760142
2020,Michigan,MI,Cass,26027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16699,26216,20210622,TOTAL,0.6369774183704607
2020,Michigan,MI,Charlevoix,26029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9841,17000,20210622,TOTAL,0.5788823529411765
2020,Michigan,MI,Cheboygan,26031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10186,15868,20210622,TOTAL,0.6419208469876481
2020,Michigan,MI,Chippewa,26033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10681,17642,20210622,TOTAL,0.6054302233306881
