year,state,state_po,county_name,perc,party.y,date.x,death_rate,case_rate,date.y,Completeness_pct,Administered_Dose1_Recip_18PlusPop_Pct,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct
2016,Missouri,MO,Monroe,0.7601058710298364,Republican,20-11-16,3.4594095940959407e-4,0.03401752767527675,5/31/2021,0.902,0.439,0.06,0.39399999999999996
2016,Missouri,MO,Montgomery,0.7601768281451464,Republican,20-11-16,4.4271294492650965e-4,0.023463786081105012,5/31/2021,0.902,0.45899999999999996,0.11,0.414
2016,Missouri,MO,Morgan,0.7663530211994105,Republican,20-11-16,3.861749372465727e-4,0.044603205251979146,5/31/2021,0.902,0.375,0.1,0.33
2016,Missouri,MO,New Madrid,0.7163245888269675,Republican,20-11-16,0.001377823039597436,0.0676331396393698,5/31/2021,0.902,0.301,0.13,0.267
2016,Missouri,MO,Newton,0.7724949259565511,Republican,20-11-16,5.987921506903218e-4,0.044601461052847687,5/31/2021,0.902,0.22399999999999998,0.05,0.19399999999999998
2016,Missouri,MO,Nodaway,0.6745612180164939,Republican,20-11-16,5.059099480292508e-4,0.07905992733293474,5/31/2021,0.902,0.426,0.02,0.389
2016,Missouri,MO,Oregon,0.7864181662382177,Republican,20-11-16,0,0.0307367207761022,5/31/2021,0.902,0.268,0.05,0.23399999999999999
2016,Missouri,MO,Osage,0.8259520451339916,Republican,20-11-16,2.2164758034724788e-4,0.0574067233099372,5/31/2021,0.902,0.363,0.02,0.33299999999999996
2016,Missouri,MO,Ozark,0.8077691453940067,Republican,20-11-16,1.100957833314984e-4,0.02829461631619509,5/31/2021,0.902,0.268,0.09,0.21899999999999997
2016,Missouri,MO,Pemiscot,0.6577069852331177,Republican,20-11-16,9.615384615384616e-4,0.0607051282051282,5/31/2021,0.902,0.302,0.13,0.20800000000000002
2016,Missouri,MO,Perry,0.7903890160183067,Republican,20-11-16,4.167969157028238e-4,0.06606231113889757,5/31/2021,0.902,0.361,0.02,0.32899999999999996
2016,Missouri,MO,Pettis,0.7073049527911214,Republican,20-11-16,6.589785831960461e-4,0.06399152741821605,5/31/2021,0.902,0.4,0.14,0.36
2016,Missouri,MO,Phelps,0.6850105104295802,Republican,20-11-16,7.655243842031792e-4,0.0294952042148872,5/31/2021,0.902,0.401,0.1,0.359
2016,Missouri,MO,Pike,0.7144405310214034,Republican,20-11-16,4.5578851412944393e-4,0.03879899726526891,5/31/2021,0.902,0.359,0.1,0.321
2016,Missouri,MO,Platte,0.5304899253349699,Republican,20-11-16,1.3141591258964444e-4,0.01250328539781474,5/31/2021,0.902,0.522,0.03,0.456
2016,Missouri,MO,Polk,0.7584102303276902,Republican,20-11-16,6.463527239150508e-4,0.04755309325946445,5/31/2021,0.902,0.34299999999999997,0.09,0.29
2016,Missouri,MO,Pulaski,0.7322064056939501,Republican,20-11-16,2.6560928873626893e-4,0.024872412680946327,5/31/2021,0.902,0.359,0.1,0.301
2016,Missouri,MO,Putnam,0.8252344416027281,Republican,20-11-16,2.1331058020477816e-4,0.020477815699658702,5/31/2021,0.902,0.309,0.09,0.285
2016,Missouri,MO,Ralls,0.7537030003797949,Republican,20-11-16,9.709680551509856e-5,0.03281872026410331,5/31/2021,0.902,0.26899999999999996,0.01,0.251
2016,Missouri,MO,Randolph,0.7303327189834126,Republican,20-11-16,1.6387398090868122e-4,0.040845589741488796,5/31/2021,0.902,0.344,0.09,0.266
2016,Missouri,MO,Ray,0.6536019873033397,Republican,20-11-16,8.727907484180668e-5,0.02430722234344316,5/31/2021,0.902,0.35200000000000004,0.06,0.313
2016,Missouri,MO,Reynolds,0.7919684002633312,Republican,20-11-16,3.2268473701193933e-4,0.03920619554695063,5/31/2021,0.902,0.207,0.09,0.17
2016,Missouri,MO,Ripley,0.8186097031136857,Republican,20-11-16,0.00037593984962406017,0.0318796992481203,5/31/2021,0.902,0.261,0.09,0.22699999999999998
2016,Missouri,MO,St. Charles,0.6052088256511032,Republican,20-11-16,4.480507331291666e-4,0.04265590688422566,5/31/2021,0.902,0.59,0.04,0.519
2016,Missouri,MO,St. Clair,0.7561555075593952,Republican,20-11-16,1.0320982557539478e-4,0.02549282691712251,5/31/2021,0.902,0.303,0.05,0.26
2016,Missouri,MO,Ste. Genevieve,0.648955012398158,Republican,20-11-16,1.115822361080116e-4,0.04692033028341888,5/31/2021,0.902,0.428,0.02,0.385
2016,Missouri,MO,St. Francois,0.7064056939501779,Republican,20-11-16,5.414755207941641e-4,0.0630668571858314,5/31/2021,0.902,0.38799999999999996,0.1,0.32899999999999996
2016,Missouri,MO,Saline,0.6444899719646323,Republican,20-11-16,5.249803132382536e-4,0.05862280164493831,5/31/2021,0.902,0.444,0.15,0.402
2016,Missouri,MO,Schuyler,0.7773760330578512,Republican,20-11-16,0,0.024261138067931187,5/31/2021,0.902,0.265,0.05,0.23800000000000002
2016,Missouri,MO,Scotland,0.7748983739837398,Republican,20-11-16,2.0529665366454526e-4,0.02771504824471361,5/31/2021,0.902,0.293,0.09,0.259
2016,Missouri,MO,Scott,0.7630968938340288,Republican,20-11-16,8.618888424571667e-4,0.05416840785624739,5/31/2021,0.902,0.43700000000000006,0.14,0.392
2016,Missouri,MO,Shannon,0.7597336065573771,Republican,20-11-16,0.001097159575764964,0.0382786785322443,5/31/2021,0.902,0.22399999999999998,0.09,0.209
2016,Missouri,MO,Shelby,0.7754224270353303,Republican,20-11-16,1.6894745734076703e-4,0.02720054063186349,5/31/2021,0.902,0.466,0.07,0.43700000000000006
2016,Missouri,MO,Stoddard,0.8335715897976074,Republican,20-11-16,5.8618668321782e-4,0.042826109444501916,5/31/2021,0.902,0.349,0.06,0.306
2016,Missouri,MO,Stone,0.7942294923643387,Republican,20-11-16,4.004312336362236e-4,0.030432773756352994,5/31/2021,0.902,0.33799999999999997,0.06,0.304
2016,Missouri,MO,Sullivan,0.7578439259855189,Republican,20-11-16,8.28775070445881e-4,0.08022542681916128,5/31/2021,0.902,0.39399999999999996,0.1,0.354
2016,Missouri,MO,Taney,0.777206038698703,Republican,20-11-16,6.416654783972623e-4,0.041868672465421364,5/31/2021,0.902,0.35600000000000004,0.14,0.305
2016,Missouri,MO,Texas,0.8100584154801023,Republican,20-11-16,2.3892959541255176e-4,0.03341032175852182,5/31/2021,0.902,0.275,0.13,0.24100000000000002
2016,Missouri,MO,Vernon,0.7597395045935574,Republican,20-11-16,1.9619383951343929e-4,0.026780459093584463,5/31/2021,0.902,0.32799999999999996,0.05,0.29600000000000004
2016,Missouri,MO,Warren,0.7039406994424734,Republican,20-11-16,2.1861507350931847e-4,0.033885336393944365,5/31/2021,0.902,0.402,0.06,0.358
2016,Missouri,MO,Washington,0.7593191122602887,Republican,20-11-16,8.535197528857097e-4,0.04702487400422695,5/31/2021,0.902,0.301,0.13,0.251
2016,Missouri,MO,Wayne,0.8236958443854996,Republican,20-11-16,2.3494400501213877e-4,0.03179575534497611,5/31/2021,0.902,0.33799999999999997,0.13,0.29
2016,Missouri,MO,Webster,0.7668876545421968,Republican,20-11-16,5.770340450086555e-4,0.03841039664818485,5/31/2021,0.902,0.395,0.1,0.353
2016,Missouri,MO,Worth,0.7724665391969407,Republican,20-11-16,0,0.025601638504864313,5/31/2021,0.902,0.4,0.02,0.359
2016,Missouri,MO,Wright,0.8260869565217391,Republican,20-11-16,6.002728512960436e-4,0.03770804911323329,5/31/2021,0.902,0.316,0.13,0.275
2016,Montana,MT,Beaverhead,0.6914827799546298,Republican,20-11-16,3.1635558367605187e-4,0.04755878941263313,5/31/2021,0.9540000000000001,0.504,0.07,0.47700000000000004
2016,Montana,MT,Big Horn,0.4373377389662497,Republican,20-11-16,0.0035979484038888465,0.12623440251090867,5/31/2021,0.9540000000000001,0.8340000000000001,0.16,0.7090000000000001
2016,Montana,MT,Blaine,0.47242921013412814,Republican,20-11-16,0.001979293544457978,0.07064555420219244,5/31/2021,0.9540000000000001,0.852,0.16,0.747
2016,Montana,MT,Broadwater,0.7494414299393553,Republican,20-11-16,0,0.02265673494723774,5/31/2021,0.9540000000000001,0.358,0.02,0.302
2016,Montana,MT,Carbon,0.6256050742780838,Republican,20-11-16,2.7470011903671826e-4,0.04395201904587492,5/31/2021,0.9540000000000001,0.46299999999999997,0.03,0.436
2016,Montana,MT,Carter,0.8625954198473282,Republican,20-11-16,0.0024291497975708503,0.07935222672064778,5/31/2021,0.9540000000000001,0.311,0.01,0.292
2016,Montana,MT,Cascade,0.567874808365393,Republican,20-11-16,5.900720379613011e-4,0.04464878420573845,5/31/2021,0.9540000000000001,0.513,0.07,0.46399999999999997
2016,Montana,MT,Chouteau,0.6450249711870918,Republican,20-11-16,1.7546938059308652e-4,0.03562028426039656,5/31/2021,0.9540000000000001,0.316,0.05,0.28300000000000003
2016,Montana,MT,Custer,0.7053037608486017,Republican,20-11-16,5.313496280552603e-4,0.04649309245483528,5/31/2021,0.9540000000000001,0.401,0.06,0.369
2016,Montana,MT,Daniels,0.7588357588357588,Republican,20-11-16,0.002442002442002442,0.04151404151404151,5/31/2021,0.9540000000000001,0.392,0.02,0.363
2016,Montana,MT,Dawson,0.7590306355738454,Republican,20-11-16,9.35125657510228e-4,0.05225014611338399,5/31/2021,0.9540000000000001,0.369,0.02,0.35200000000000004
2016,Montana,MT,Deer Lodge,0.4191631003328578,Republican,20-11-16,9.778357235984355e-4,0.06562364189482833,5/31/2021,0.9540000000000001,0.519,0.07,0.493
2016,Montana,MT,Fallon,0.8618598382749326,Republican,20-11-16,0,0.055201698513800426,5/31/2021,0.9540000000000001,0.33799999999999997,0.02,0.308
2016,Montana,MT,Fergus,0.7309931506849315,Republican,20-11-16,1.8011527377521613e-4,0.040525936599423634,5/31/2021,0.9540000000000001,0.447,0.03,0.42100000000000004
2016,Montana,MT,Flathead,0.6493311288140688,Republican,20-11-16,2.550755306988125e-4,0.04829430047897516,5/31/2021,0.9540000000000001,0.384,0.02,0.345
2016,Montana,MT,Gallatin,0.44226016834203535,Republican,20-11-16,1.1129565262058456e-4,0.050074482475215315,5/31/2021,0.9540000000000001,0.588,0.03,0.498
2016,Montana,MT,Garfield,0.9094707520891365,Republican,20-11-16,7.886435331230284e-4,0.038643533123028394,5/31/2021,0.9540000000000001,0.209,0.01,0.19
2016,Montana,MT,Glacier,0.3192118226600985,Republican,20-11-16,0.0013241135795203766,0.08194791819920554,5/31/2021,0.9540000000000001,0.9990000000000001,0.16,0.7879999999999999
2016,Montana,MT,Golden Valley,0.770042194092827,Republican,20-11-16,0,0.02539298669891173,5/31/2021,0.9540000000000001,0.44299999999999995,0.03,0.41100000000000003
2016,Montana,MT,Granite,0.670793472144063,Republican,20-11-16,3.0147723846849563e-4,0.030449201085318057,5/31/2021,0.9540000000000001,0.353,0.02,0.307
2016,Montana,MT,Hill,0.5396431342125679,Republican,20-11-16,0.0013449076904267026,0.0703631250764152,5/31/2021,0.9540000000000001,0.5760000000000001,0.12,0.521
2016,Montana,MT,Jefferson,0.6221328567173071,Republican,20-11-16,0,0.025161812297734627,5/31/2021,0.9540000000000001,0.485,0.03,0.43
2016,Montana,MT,Judith Basin,0.7218543046357616,Republican,20-11-16,0,0.01905717151454363,5/31/2021,0.9540000000000001,0.369,0.02,0.35200000000000004
2016,Montana,MT,Lake,0.5712768378726956,Republican,20-11-16,2.5818111405150713e-4,0.026754017943587425,5/31/2021,0.9540000000000001,0.5760000000000001,0.12,0.532
2016,Montana,MT,Liberty,0.7263267429760666,Republican,20-11-16,4.2211903756859433e-4,0.019839594765723934,5/31/2021,0.9540000000000001,0,0.06,0.321
2016,Montana,MT,Lincoln,0.7212218649517685,Republican,20-11-16,2.949417490045716e-4,0.0280194661554343,5/31/2021,0.9540000000000001,0.33,0.06,0.3
2016,Montana,MT,Madison,0.6900376726663876,Republican,20-11-16,2.2323920080366113e-4,0.03705770733340775,5/31/2021,0.9540000000000001,0.426,0.02,0.391
2016,Montana,MT,Meagher,0.7461617195496417,Republican,20-11-16,0.0038230475150191155,0.0551611141452758,5/31/2021,0.9540000000000001,0.521,0.03,0.49200000000000005
2016,Montana,MT,Mineral,0.6610337972166997,Republican,20-11-16,2.2007042253521127e-4,0.005721830985915493,5/31/2021,0.9540000000000001,0.498,0.11,0.45
2016,Montana,MT,Missoula,0.37582554938094354,Republican,20-11-16,3.042012661349996e-4,0.029630847652717257,5/31/2021,0.9540000000000001,0.612,0.04,0.591
2016,Montana,MT,Musselshell,0.8058172879967227,Republican,20-11-16,4.2835724994645533e-4,0.03876633112015421,5/31/2021,0.9540000000000001,0.33299999999999996,0.06,0.306
2016,Montana,MT,Park,0.5321081312105994,Republican,20-11-16,0,0.027744630071599045,5/31/2021,0.9540000000000001,0.597,0.04,0.507
2016,Montana,MT,Petroleum,0.8633540372670807,Republican,20-11-16,0,0.01,5/31/2021,0.9540000000000001,0.309,0.02,0.304
2016,Montana,MT,Phillips,0.7936434822662367,Republican,20-11-16,0.0010206685378923194,0.05843327379433529,5/31/2021,0.9540000000000001,0.429,0.06,0.38799999999999996
2016,Montana,MT,Pondera,0.6606683804627249,Republican,20-11-16,1.7295053614666206e-4,0.04081632653061224,5/31/2021,0.9540000000000001,0.556,0.15,0.47100000000000003
