year,state_name,state_po,county_name,county_fips,office,candidate,party,candidatevotes,total_votes,version,mode,perc,state,match,mask,republican,democrat,may_1_cutoff
2020,ARIZONA,AZ,NAVAJO,4017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8722,51767,20210622,ELECTION DAY,0.168485715,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,NAVAJO,4017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,148,51767,20210622,PROVISIONAL,0.002858964,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,PIMA,4019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,165747,520397,20210622,EARLY VOTE,0.318501067,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,PIMA,4019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,33667,520397,20210622,ELECTION DAY,0.064694839,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,PIMA,4019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8344,520397,20210622,PROVISIONAL,0.016033913,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,PINAL,4021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,80293,184974,20210622,EARLY VOTE,0.434077222,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,PINAL,4021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,26277,184974,20210622,ELECTION DAY,0.142057803,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,PINAL,4021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,507,184974,20210622,PROVISIONAL,0.002740926,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,SANTA CRUZ,4023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4279,19556,20210622,EARLY VOTE,0.218807527,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,SANTA CRUZ,4023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1879,19556,20210622,ELECTION DAY,0.096083044,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,SANTA CRUZ,4023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,36,19556,20210622,PROVISIONAL,0.001840867,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,YAVAPAI,4025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,76416,143221,20210622,EARLY VOTE,0.53355304,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,YAVAPAI,4025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14845,143221,20210622,ELECTION DAY,0.103651001,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,YAVAPAI,4025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,266,143221,20210622,PROVISIONAL,0.00185727,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,YUMA,4027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,30226,69881,20210622,EARLY VOTE,0.43253531,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,YUMA,4027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5651,69881,20210622,ELECTION DAY,0.080866044,REPUBLICAN,1,0,0,#N/A,0
2020,ARIZONA,AZ,YUMA,4027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,657,69881,20210622,PROVISIONAL,0.009401697,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,ARKANSAS,5001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,145,6292,20210622,ABSENTEE,0.023045137,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,ARKANSAS,5001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3658,6292,20210622,EARLY VOTE,0.581373172,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,ARKANSAS,5001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,500,6292,20210622,ELECTION DAY,0.079465989,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,ARKANSAS,5001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,6292,20210622,PROVISIONAL,0.000158932,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,ASHLEY,5003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,286,7926,20210622,ABSENTEE,0.036083775,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,ASHLEY,5003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4018,7926,20210622,EARLY VOTE,0.506939187,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,ASHLEY,5003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1232,7926,20210622,ELECTION DAY,0.1554378,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,ASHLEY,5003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12,7926,20210622,PROVISIONAL,0.001514005,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BAXTER,5005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1160,21007,20210622,ABSENTEE,0.055219689,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BAXTER,5005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12136,21007,20210622,EARLY VOTE,0.577712191,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BAXTER,5005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2540,21007,20210622,ELECTION DAY,0.120912077,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BAXTER,5005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,21007,20210622,PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BENTON,5007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5400,119912,20210622,ABSENTEE,0.045033024,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BENTON,5007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,56966,119912,20210622,EARLY VOTE,0.475065048,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BENTON,5007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11599,119912,20210622,ELECTION DAY,0.096729268,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BENTON,5007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,119912,20210622,PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BOONE,5009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,711,17114,20210622,ABSENTEE,0.041544934,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BOONE,5009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9235,17114,20210622,EARLY VOTE,0.539616688,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BOONE,5009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3700,17114,20210622,ELECTION DAY,0.216197265,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BOONE,5009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6,17114,20210622,PROVISIONAL,0.00035059,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BRADLEY,5011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,117,3654,20210622,ABSENTEE,0.032019704,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BRADLEY,5011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1444,3654,20210622,EARLY VOTE,0.395183361,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BRADLEY,5011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,772,3654,20210622,ELECTION DAY,0.211275315,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,BRADLEY,5011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,3654,20210622,PROVISIONAL,0.000547345,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CALHOUN,5013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,72,2182,20210622,ABSENTEE,0.03299725,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CALHOUN,5013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,958,2182,20210622,EARLY VOTE,0.439046746,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CALHOUN,5013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,582,2182,20210622,ELECTION DAY,0.266727773,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CALHOUN,5013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,24,2182,20210622,PROVISIONAL,0.010999083,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CARROLL,5015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,627,11797,20210622,ABSENTEE,0.053149106,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CARROLL,5015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4862,11797,20210622,EARLY VOTE,0.412138679,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CARROLL,5015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1892,11797,20210622,ELECTION DAY,0.160379758,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CARROLL,5015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,43,11797,20210622,PROVISIONAL,0.003644994,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CHICOT,5017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,183,4103,20210622,ABSENTEE,0.044601511,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CHICOT,5017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1207,4103,20210622,EARLY VOTE,0.294174994,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CHICOT,5017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,362,4103,20210622,ELECTION DAY,0.088228126,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CHICOT,5017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,4103,20210622,PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLARK,5019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,280,8395,20210622,ABSENTEE,0.033353186,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLARK,5019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3076,8395,20210622,EARLY VOTE,0.366408577,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLARK,5019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1249,8395,20210622,ELECTION DAY,0.148779035,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLARK,5019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11,8395,20210622,PROVISIONAL,0.001310304,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLAY,5021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,133,5183,20210622,ABSENTEE,0.025660814,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLAY,5021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,954,5183,20210622,EARLY VOTE,0.184063284,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLAY,5021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2981,5183,20210622,ELECTION DAY,0.575149527,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLAY,5021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18,5183,20210622,PROVISIONAL,0.003472892,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLEBURNE,5023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,423,12680,20210622,ABSENTEE,0.033359621,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLEBURNE,5023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6289,12680,20210622,EARLY VOTE,0.495977918,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLEBURNE,5023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3581,12680,20210622,ELECTION DAY,0.282413249,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLEBURNE,5023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,35,12680,20210622,PROVISIONAL,0.002760252,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLEVELAND,5025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,84,3600,20210622,ABSENTEE,0.023333333,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLEVELAND,5025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1570,3600,20210622,EARLY VOTE,0.436111111,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLEVELAND,5025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1168,3600,20210622,ELECTION DAY,0.324444444,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CLEVELAND,5025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,45,3600,20210622,PROVISIONAL,0.0125,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,COLUMBIA,5027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,294,8616,20210622,ABSENTEE,0.034122563,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,COLUMBIA,5027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4419,8616,20210622,EARLY VOTE,0.512883008,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,COLUMBIA,5027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,756,8616,20210622,ELECTION DAY,0.087743733,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,COLUMBIA,5027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,31,8616,20210622,PROVISIONAL,0.003597957,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CONWAY,5029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,282,8685,20210622,ABSENTEE,0.032469775,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CONWAY,5029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3358,8685,20210622,EARLY VOTE,0.386643638,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CONWAY,5029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2054,8685,20210622,ELECTION DAY,0.236499712,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CONWAY,5029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,8685,20210622,PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRAIGHEAD,5031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1321,38511,20210622,ABSENTEE,0.034301888,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRAIGHEAD,5031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17156,38511,20210622,EARLY VOTE,0.445483109,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRAIGHEAD,5031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7036,38511,20210622,ELECTION DAY,0.182701046,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRAIGHEAD,5031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,45,38511,20210622,PROVISIONAL,0.001168497,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRAWFORD,5033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,964,24091,20210622,ABSENTEE,0.040014943,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRAWFORD,5033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13335,24091,20210622,EARLY VOTE,0.553526213,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRAWFORD,5033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4268,24091,20210622,ELECTION DAY,0.177161596,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRAWFORD,5033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,40,24091,20210622,PROVISIONAL,0.001660371,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRITTENDEN,5035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,287,16367,20210622,ABSENTEE,0.017535284,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRITTENDEN,5035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5895,16367,20210622,EARLY VOTE,0.360175964,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRITTENDEN,5035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1072,16367,20210622,ELECTION DAY,0.065497648,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CRITTENDEN,5035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,79,16367,20210622,PROVISIONAL,0.004826786,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CROSS,5037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,161,6942,20210622,ABSENTEE,0.023192164,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CROSS,5037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3791,6942,20210622,EARLY VOTE,0.546096226,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CROSS,5037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,976,6942,20210622,ELECTION DAY,0.140593489,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,CROSS,5037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18,6942,20210622,PROVISIONAL,0.002592913,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DALLAS,5039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,44,2649,20210622,ABSENTEE,0.016610042,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DALLAS,5039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,884,2649,20210622,EARLY VOTE,0.333710834,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DALLAS,5039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,645,2649,20210622,ELECTION DAY,0.243488109,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DALLAS,5039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,2649,20210622,PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DESHA,5041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,124,4164,20210622,ABSENTEE,0.029779059,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DESHA,5041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1379,4164,20210622,EARLY VOTE,0.33117195,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DESHA,5041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,414,4164,20210622,ELECTION DAY,0.099423631,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DESHA,5041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4,4164,20210622,PROVISIONAL,0.000960615,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DREW,5043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,273,6908,20210622,ABSENTEE,0.039519398,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DREW,5043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3126,6908,20210622,EARLY VOTE,0.452518819,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DREW,5043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,950,6908,20210622,ELECTION DAY,0.137521714,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,DREW,5043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,6908,20210622,PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FAULKNER,5045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1332,54428,20210622,ABSENTEE,0.024472698,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FAULKNER,5045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,27934,54428,20210622,EARLY VOTE,0.513228485,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FAULKNER,5045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5072,54428,20210622,ELECTION DAY,0.09318733,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FAULKNER,5045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,83,54428,20210622,PROVISIONAL,0.00152495,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FRANKLIN,5047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,208,7129,20210622,ABSENTEE,0.029176603,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FRANKLIN,5047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4101,7129,20210622,EARLY VOTE,0.575255997,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FRANKLIN,5047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1355,7129,20210622,ELECTION DAY,0.190068733,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FRANKLIN,5047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13,7129,20210622,PROVISIONAL,0.001823538,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FULTON,5049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,157,5119,20210622,ABSENTEE,0.030670053,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FULTON,5049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2493,5119,20210622,EARLY VOTE,0.487009181,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FULTON,5049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1294,5119,20210622,ELECTION DAY,0.252783747,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,FULTON,5049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17,5119,20210622,PROVISIONAL,0.003320961,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GARLAND,5051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1880,44199,20210622,ABSENTEE,0.042534899,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GARLAND,5051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22991,44199,20210622,EARLY VOTE,0.52017014,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GARLAND,5051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4080,44199,20210622,ELECTION DAY,0.092309781,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GARLAND,5051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,118,44199,20210622,PROVISIONAL,0.002669744,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GRANT,5053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,248,8200,20210622,ABSENTEE,0.030243902,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GRANT,5053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4674,8200,20210622,EARLY VOTE,0.57,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GRANT,5053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1869,8200,20210622,ELECTION DAY,0.227926829,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GRANT,5053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,8200,20210622,PROVISIONAL,0.000365854,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GREENE,5055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,436,16100,20210622,ABSENTEE,0.027080745,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GREENE,5055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9917,16100,20210622,EARLY VOTE,0.615962733,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GREENE,5055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2298,16100,20210622,ELECTION DAY,0.142732919,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,GREENE,5055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,19,16100,20210622,PROVISIONAL,0.001180124,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HEMPSTEAD,5057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,324,6848,20210622,ABSENTEE,0.047313084,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HEMPSTEAD,5057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2514,6848,20210622,EARLY VOTE,0.367114486,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HEMPSTEAD,5057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1632,6848,20210622,ELECTION DAY,0.238317757,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HEMPSTEAD,5057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,6848,20210622,PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HOT SPRING,5059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,385,12557,20210622,ABSENTEE,0.03066019,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HOT SPRING,5059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7204,12557,20210622,EARLY VOTE,0.57370391,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HOT SPRING,5059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1589,12557,20210622,ELECTION DAY,0.126542964,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HOT SPRING,5059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,24,12557,20210622,PROVISIONAL,0.001911285,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HOWARD,5061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,175,4834,20210622,ABSENTEE,0.036201903,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HOWARD,5061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2393,4834,20210622,EARLY VOTE,0.495035168,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HOWARD,5061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,799,4834,20210622,ELECTION DAY,0.165287547,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,HOWARD,5061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,4834,20210622,PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,ARKANSAS,AR,INDEPENDENCE,5063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,445,14512,20210622,ABSENTEE,0.030664278,REPUBLICAN,1,0,0,#N/A,0
